workerId	condition	nballs	nbins	binint	binx	binprob	sumTo100	dist_vals	task
r1on4x3ad19zhznx31gz7u8frjq1px0avmjsw2ohnzr8z7iudi	rc_np	NA	10	2	-2.0275_-1.62768421052632_-0.998368421052632_-0.666052631578947_-0.495736842105264_0.417078947368421_0.560394736842105_1.28421052631579_1.88652631578947_2.39434210526316	"7,7,16,92,364,361,94,25,18,21"	NA	NA	predict
3hgkhwq293yb2k9a28eoqg2e29v099cvnwsnuix88qfjm3lq5mi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_0.00376315789473614_0.012078947368421_0.708894736842105_1.49502631578947_1.50021052631579_2.28634210526316	"12,12,12,12,7,7,259,5,3,12"	NA	NA	predict
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.160578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,110,12,12,12,12"	NA	NA	predict
ztskyyjrty0z8tcxcc7db1emiv0umdrgq89i2uu94xtmbtvs4i	rc_np	NA	10	2	-2.203_-1.73568421052632_-1.22786842105263_-1.00355263157895_-0.171736842105264_0.201078947368421_0.600894736842105_1.14921052631579_1.63002631578947_2.50234210526316	"10,5,1,29,235,379.000007629395,491,250,31,7"	NA	NA	predict
o9j5xrcnd024olo298mr0ms4iiaai9pxcsq56ajnesn4z8semi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.06586842105263_-0.774052631578947_-0.266236842105264_0.160578947368421_0.641394736842105_1.16271052631579_1.71102631578947_2.50234210526316	"12,12,12,5,52,117,176,121,49,12"	NA	NA	predict
yu9xo4l8j4srsre2t6f3fecdigm907g0x9b42g6r98dhuayvi	rc_np	NA	10	2	-2.2165_-2.00568421052632_-1.32236842105263_-0.922552631578948_-0.414736842105264_0.268578947368421_0.803394736842105_1.29771052631579_1.99452631578947_2.28634210526316	"12,12,64,132,193,192,132,65,12,12"	NA	NA	predict
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	NA	10	2	-2.2165_-1.50618421052632_-0.998368421052632_-0.720052631578947_-0.212236842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,14,12,12,12,12,12,12,12"	NA	NA	predict
2jbf0f18akktbvdxg5dqme7b9zu5280vr7orq0kqbyc1tyy14i	rc_np	NA	10	2	-2.1895_-2.00568421052632_-1.13336842105263_-0.585052631578947_-0.225736842105264_0.120078947368421_0.506394736842105_1.00071052631579_1.81902631578947_2.28634210526316	"12,7,41,112,196,266,203,99,11,12"	NA	NA	predict
kpr6krj3yamzki7yi4sglow29ruj9irlx192f8xctpkw8hyqfr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.949552631578947_-0.212236842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,165,12,12,12,12,12,12"	NA	NA	predict
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-0.998368421052632_-0.571552631578947_-0.495736842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,295,12,12,12,12,12,12"	NA	NA	predict
skosqrtwuoccq7g4ou0e019k9k5smb134778jehxl82r9t3xr	rc_np	NA	10	2	-2.176_-1.65468421052632_-1.06586842105263_-0.504052631578948_-0.144736842105264_0.295578947368421_0.506394736842105_1.00071052631579_1.64352631578947_2.31334210526316	"3,0,12,67,139,136,76,22,6,5"	NA	NA	predict
f4rpn68x0z1bfdhge7cbfyldiy47st1ywwjvlmw9nb0gt4kj4i	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.104236842105264_0.228078947368421_0.506394736842105_1.01421052631579_1.54902631578947_2.28634210526316	"12,12,12,12,9,4,223,8,12,12"	NA	NA	predict
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-1.00355263157895_-0.387736842105264_0.201078947368421_0.803394736842105_1.43271052631579_1.84602631578947_2.28634210526316	"12,12,12,11,24,102,216,100,23,12"	NA	NA	predict
gci89bktn1tkb1etghdc59udi0u61nq44oda4s2vct10apuv7vi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.652552631578947_-0.387736842105264_0.214578947368421_0.573894736842105_1.00071052631579_1.77852631578947_2.28634210526316	"12,12,12,55,106,172,116,52,12,12"	NA	NA	predict
tvn2ikp2tvkgf4s21llzestt97dwi0m884wndlsfhqinqni2j4i	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,12,12,12,12"	NA	NA	predict
ukmdb7h5rwhc85766e6ogvic3z6h2vapm2vj80ro78z4obt9	rc_np	NA	10	2	-2.2165_-1.73568421052632_-1.21436842105263_-0.733552631578947_-0.131236842105264_0.241578947368421_0.803394736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,9,7,322,320,6,9,12,12"	NA	NA	predict
ioedjxabu7223enifogioogvi1m1ubrag5koyrb5rip1bsp2e29	rc_np	NA	10	2	-2.0275_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.749394736842105_1.29771052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,40,31,12,12"	NA	NA	predict
8e1jgz5mem9upbrlxy9w8f47vihtegsjmhcbdqojabvis4cayvi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.20086842105263_-0.841552631578947_-0.333736842105264_0.160578947368421_0.681894736842105_1.10871052631579_1.77852631578947_2.28634210526316	"7,2,51,119,196,197,120,53,1,8"	NA	NA	predict
1x4dbqxpu98fb0gskqxclq5mi5otkj20jrdz2tfa6dcxnso47vi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.0772368421052638_0.511578947368421_1.00589473684211_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,65,12,12,12"	NA	NA	predict
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.511578947368421_0.749394736842105_1.05471052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,226,12,12,12"	NA	NA	predict
uf930zn9zfveh876ih2qk6gvijdmhhxxh22dvqctya8yjbgldi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.762894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,167,12,12,12"	NA	NA	predict
wwriulm6flj0u1ppisv1dzpviz9rlsjvo3gmabs2la0chxgvi	rc_np	NA	10	2	-2.2165_-1.74918421052632_-1.25486842105263_-0.733552631578947_0.00376315789473614_0.511578947368421_1.00589473684211_1.48671052631579_1.90002631578947_2.32684210526316	"12,6,3,29,130,331,326,127,43,1"	NA	NA	predict
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.679552631578948_-0.144736842105264_0.268578947368421_0.789894736842105_1.31121052631579_1.68402631578947_2.28634210526316	"12,12,10,1,34,130,225,134,47,12"	NA	NA	predict
gm8oo0d34wlq680tfo85jnhfrraz225gdxbcj4q6zdl1munmi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.025578947368421_0.803394736842105_1.50021052631579_1.92702631578947_2.00284210526316	"12,12,12,12,12,39,172,75,10,12"	NA	NA	predict
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	NA	10	2	-2.2165_-1.76268421052632_-1.33586842105263_-0.882052631578947_-0.482236842105264_0.012078947368421_0.506394736842105_1.05471052631579_1.77852631578947_2.50234210526316	"12,11,10,8,12,124,471,124,9,12"	NA	NA	predict
6olaccb12n3dbm7f1pg882rzfr8tfy18pm8dhi8zyz175xhto6r	rc_np	NA	10	2	-2.095_-1.89768421052632_-1.43036842105263_-0.882052631578947_-0.252736842105264_0.268578947368421_0.573894736842105_1.33821052631579_1.77852631578947_2.28634210526316	"4,7,19,41,79,122,76,13,12,12"	NA	NA	predict
3dci1qmhatvxw5jr3hfhqto6r15wqh5vfnue5prtkejki46xbt9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.012078947368421_0.816894736842105_1.50021052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,397,12,12,12"	NA	NA	predict
tp6hzzf5axgbtilftqllq5mii3a63bjjx7dl0v4s3vkotj4i	rc_np	NA	10	2	-2.2165_-1.72218421052632_-0.998368421052632_-0.747052631578947_0.00376315789473614_0.471078947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,282,209,97,12,12,12,12,12"	NA	NA	predict
1ypisjhxzwenp9dwjto36usorklyjf3vjhipzb4063jbawcdi	rc_np	NA	10	2	-2.2165_-1.60068421052632_-1.13336842105263_-0.571552631578947_-0.00973684210526382_0.282078947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,29,122,228,140,82,10,12,12,12"	NA	NA	predict
l5rzhhr0gpirniswp20jatt9hq8fg96nrtw75kwy0atlf2yb9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.495736842105264_0.012078947368421_1.00589473684211_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,2,348,10,12,12,12"	NA	NA	predict
q1qd8n22xa2rr8es6ziu23xrnod0u2yheclojg8qftmi8jjor	rc_np	NA	10	2	-2.2165_-1.73568421052632_-1.21436842105263_-0.774052631578947_-0.347236842105264_0.376578947368421_0.681894736842105_1.28421052631579_1.76502631578947_2.28634210526316	"8,0,34,133,313,311,138,32,6,8"	NA	NA	predict
95i3lftmt4u8vg5iclxmq85miumoftux7eumfsb400hpioogvi	rc_np	NA	10	2	-2.0005_-1.72218421052632_-1.38986842105263_-0.976552631578947_-0.266236842105264_0.295578947368421_0.951894736842105_1.29771052631579_1.68402631578947_2.21884210526316	"5,6,15,38,125,126,44,18,4,7"	NA	NA	predict
ons8lle2243stnwhu0dn7y14i8d4k0ps8az3f4zt20llbk8d7vi	rc_np	NA	10	2	-2.1085_-1.72218421052632_-1.49786842105263_-0.504052631578948_-0.414736842105264_0.025578947368421_0.506394736842105_1.50021052631579_1.92702631578947_2.28634210526316	"12,12,19,141,250,244,41,18,1,12"	NA	NA	predict
hrdnmy2q1ovbuhx8qo3ymbo6r3zxsq8o8bd29u4nd9wbcu40a4i	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.201078947368421_0.668394736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,43,176,39,12,12"	NA	NA	predict
pc33hv2w012133wnz7rdx6r70dpdz6e43ziro6pxwninvzpvi	rc_np	NA	10	2	-2.203_-1.74918421052632_-1.20086842105263_-0.639052631578948_-0.266236842105264_0.120078947368421_0.695394736842105_1.27071052631579_1.81902631578947_2.27284210526316	"11,4,8,53,106,227,107,50,9,10"	NA	NA	predict
3koa8cue1nzyq8z8dsxjz9qkt9zwqragv70zrwrdnluzv6ajor	rc_np	NA	10	2	-2.2165_-1.73568421052632_-0.998368421052632_-0.733552631578947_-0.225736842105264_0.012078947368421_0.506394736842105_1.00071052631579_1.49502631578947_2.19184210526316	"12,62,203,317,428,478,297,203,56,14"	NA	NA	predict
0li49u976fdfd94uycqhddkj4ift7f5usf46ko5q3mc64a0dx6r	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,12,12,12,12"	NA	NA	predict
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	NA	10	2	-2.0005_-1.50618421052632_-1.49786842105263_-0.693052631578947_-0.0367368421052638_0.376578947368421_1.00589473684211_1.50021052631579_1.77852631578947_2.28634210526316	"12,228,12,435,241,130,12,12,12,12"	NA	NA	predict
1itre3nge8hofzxxepyuo3l3divqtzoydfddg9wfgeybtaf9a4i	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.309078947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,192,12,12,12,12"	NA	NA	predict
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.855052631578948_-0.360736842105264_0.336078947368421_0.654894736842105_1.24371052631579_1.77852631578947_2.28634210526316	"12,12,50,116,345,345,115,32,12,12"	NA	NA	predict
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.828052631578947_-0.00973684210526382_0.417078947368421_0.722394736842105_1.00071052631579_1.49502631578947_2.23234210526316	"12,12,12,8,23,208.000030517578,262.000030517578,213.000030517578,25,12"	NA	NA	predict
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.174078947368421_0.749394736842105_1.36521052631579_1.77852631578947_2.28634210526316	"12,12,12,12,42,144,343,145,44,12"	NA	NA	predict
bt4v6qszoj1soakghbqhbyb9li9srojr232vm1xpfzq4r6bt9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,12,12,12,12,12"	NA	NA	predict
i72giij1rj0ktovb9syrxusorfk3bcobemq50bs65blwvobt9	rc_np	NA	10	2	-2.23_-1.77618421052632_-1.20086842105263_-0.801052631578947_-0.320236842105264_0.012078947368421_0.533394736842105_1.13571052631579_1.68402631578947_2.28634210526316	"7,18,100,190,294,298,198,101,20,12"	NA	NA	predict
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	NA	10	2	-2.2705_-1.50618421052632_-0.998368421052632_-0.504052631578948_0.00376315789473614_0.457578947368421_0.992394736842105_1.17621052631579_1.49502631578947_2.00284210526316	"7,3,20,58,124,198,265,202,106,24"	NA	NA	predict
srpk4s1vkdv13suy4k5f561or5hi4daoa2ueqnksybca4soflxr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.511578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,58,12,12,12,12"	NA	NA	predict
r2lelclkl24wc2f20yamxi529zz1hzyyz7a17uhl3h0jjdcxr	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.482236842105264_0.187578947368421_0.803394736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,295,381,297,12,12,12"	NA	NA	predict
g00b8xitjm136ralfhjpds4i41ly18dx1b31zjnyf8mmquxr	rc_np	NA	10	2	-2.2165_-1.68168421052632_-1.20086842105263_-0.706552631578947_-0.212236842105264_0.376578947368421_1.00589473684211_1.36521052631579_1.65702631578947_2.12434210526316	"12,8,2,9,33,160,343,260,159,33"	NA	NA	predict
pippui36v29io963iev6j38frxcl5d2tvo80pcif4ai08jjor	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.187578947368421_0.789894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,245,12,12,12,12"	NA	NA	predict
miqkhf6vivo6mdqbnrmdvx6rzgu5k3vucw4w6nsl2am0r7ldi	rc_np	NA	10	2	-2.2165_-1.66818421052632_-1.18736842105263_-0.720052631578947_-0.158236842105264_0.322578947368421_0.641394736842105_1.36521052631579_1.81902631578947_2.32684210526316	"12,20,47,89,140,108,67,24,6,10"	NA	NA	predict
bg6ny8f19oa7tj278c7qtzkt9hsvb17qxbaiqm5sir78k6gvi	rc_np	NA	10	2	-2.2165_-1.78968421052632_-1.47086842105263_-0.760552631578947_-0.320236842105264_0.322578947368421_1.00589473684211_1.43271052631579_1.91352631578947_2.28634210526316	"12,7,36,228,383,229,42,9,4,12"	NA	NA	predict
p6vxwkexfrjjdiu3wb5w89f6rcdjiiqglr6u5furyug4v1v2t9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.01186842105263_-0.504052631578948_-0.320236842105264_0.214578947368421_0.506394736842105_1.04121052631579_1.77852631578947_2.28634210526316	"12,12,10,141,223,225,142,12,12,12"	NA	NA	predict
4eid24g6mkub63h1wccp611yvi6bk2ec9s0q8cvju6wurrafw29	rc_np	NA	10	2	-2.3245_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.212236842105264_0.295578947368421_0.897894736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,167,12,12,145,12,12,12"	NA	NA	predict
8j1onzjh12w1gw3en6ver8uxrozm4161yb9oe9c7bgnwswnrk9	rc_np	NA	10	2	-2.5_-1.65468421052632_-1.01186842105263_-0.625552631578947_-0.171736842105264_0.066078947368421_0.506394736842105_1.00071052631579_1.67052631578947_2.50234210526316	"12,22,72,176,274,276,180,66,20,11"	NA	NA	predict
blyp6lkaczg2pcqyuab0xjemiibr9kj5rrv34rb21ifgczncdi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.495736842105264_0.012078947368421_0.506394736842105_1.28421052631579_1.77852631578947_2.28634210526316	"12,12,12,12,12,199,11,12,12,12"	NA	NA	predict
6079ejkm4n5tl13ub4yy3z0k9jn92r9zgna0y80kc1x9h8semi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.720052631578947_-0.158236842105264_0.349578947368421_0.681894736842105_1.29771052631579_1.65702631578947_2.28634210526316	"12,12,12,12,104,193,297,199,120,12"	NA	NA	predict
yzvp4kwer6dip12y6qezy3nmi66bm7vfbep3y67059jlgn6zuxr	rc_np	NA	10	2	-2.2165_-1.5061835_-1.092867_-0.5850505_-0.0772340000000004_0.3765825_0.884399_1.2842155_1.778532_2.2863485	"12,10,34,84,120,107,47,12,12,12"	NA	NA	predict
56jmz9ff0sb4aa9rbv1qmmquxrhdl2hbmdg1tcu81oku5e45cdi	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.25486842105263_-0.706552631578947_-0.185236842105264_0.255078947368421_0.789894736842105_1.27071052631579_1.77852631578947_2.28634210526316	"12,12,6,57,491,53,7,10,12,12"	NA	NA	predict
lsha59vglxzuwz2grs5rk9wf0mnuetrc4us58iq5y8vkj4i	c_np	NA	10	2	17.56756756755_80.5120910383763_119.132290184903_149.644381223329_200.426742532005_262.019914651482_347.937411095258_387.908961593134_445.44807965856_494.879089615887	"11,22,43,80,130,224,71,20,14,4"	NA	NA	recall
hpw7vzr7wqxdo2295c7syvimkpnea5am7x9sfuvmkhvndn29	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_228.805120910355_279.587482219032_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,12,12,12,12,12"	NA	NA	recall
j2872h2x6eu6g8ajmlb8uayvid9zeqzg59b5sqocikfenrk9	c_np	NA	10	2	28.37837837835_77.8093883356763_123.186344238953_173.968705547629_245.021337126555_301.209103840632_315.504978662858_382.503556187734_427.88051209101_478.662873399687	"12,12,24,104,359,361,105,18,12,12"	NA	NA	recall
1j3lubpakpkb6tyqk4dl8r529zlmqrdhxte4ikzcs69g6cg14i	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_152.347083926029_200.426742532005_252.560455192032_314.153627311508_350.071123755334_427.88051209101_478.662873399687	"12,12,12,132,289,442,294,161,12,12"	NA	NA	recall
jbywlwv2ncuiwj673zbrwl8frdj2euhlmgfjl3mh1n3rztzkt9	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_175.320056898979_243.669985775205_294.452347083882_334.423897581758_378.449502133684_427.88051209101_478.662873399687	"12,12,12,21,302,211,13,12,12,12"	NA	NA	recall
tno1klqyuxynrxjou44jwcdi4jnrgmkai3vcfummsi05c7syvi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_171.266002844929_250.426742531955_291.749644381182_326.315789473658_400.071123755284_427.88051209101_478.662873399687	"12,12,12,17,171,263,330,69,12,12"	NA	NA	recall
42qijd7lb9ji709lmk41hjv2t9r3ypbt44qnajk5w1vnuwka9k9	c_np	NA	10	2	1.35135135135_65.6472261735263_116.429587482203_150.995732574679_201.778093883355_252.560455192032_334.423897581758_387.908961593134_448.15078236126_490.825035561837	"12,3,2,2,28,214,30,9,4,7"	NA	NA	recall
a1nzhvj8h64p5cbpyas3ba9k9axpptkkictebo12xkb3th85mi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_240.967283072505_279.587482219032_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,297,12,12,12,12,12"	NA	NA	recall
0v00hzjwsb1s8skwmgfjb2csoroadksl3qewn54ut2kk7arwwmi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_149.644381223329_200.426742532005_274.182076813632_327.667140825008_350.071123755334_427.88051209101_478.662873399687	"12,12,12,11,18,304,31,12,12,12"	NA	NA	recall
ka7d540qk57siaxbjmlxo5hfrcg1518srop9vt9nx65zy3nmi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_200.426742532005_251.209103840682_300.640113798008_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,10,211,12,12,12,12"	NA	NA	recall
vc2plfui90zl841d12v9m5cdiwkbewkukzu7nmhl2jks9ejyvi	c_np	NA	10	2	28.37837837835_77.8093883356763_150.213371265953_199.644381223279_250.213371265753_279.587482219032_329.018492176358_389.615931720805_437.695590326732_478.662873399687	"12,12,12,234,64,234,12,12,12,12"	NA	NA	recall
x4yu86iamljawqb8o7irizfrb0tmsr1c7c4r6y4c4smh4obt9	c_np	NA	10	2	28.37837837835_77.8094594594316_128.591891891863_169.914864864845_232.859459459427_259.317567567558_329.01891891889_378.449999999972_427.881081081053_478.663513513485	"12,12,12,12,284,289,12,12,12,12"	NA	NA	recall
jbk2eu88c9enqpbumkt9pmn296p5igvi49vct3evxafcknpnwmi	c_np	NA	10	2	28.37837837835_77.8093883356763_137.375533428128_153.428148511121_200.478127535172_252.965844101448_331.887391959928_386.962999151201_449.223763912146_478.662873399687	"12,12,25.0499877929688,140.749938964844,293.070983886719,445.599975585938,287,121.991943359375,40,12"	NA	NA	recall
ucpxcjq13cotzocnujiyeqaor7l8n6cbp28j88zpsurmsnpzaor	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_199.644381223279_235.561877667105_262.019914651482_300.640113798008_362.233285917484_427.88051209101_478.662873399687	"12,12,8,27,110,112,27,6,12,12"	NA	NA	recall
23fe8ro5aawer6mweuv88bbj4ih8c9g7c33ke35r2b7z8woecdi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_215.291607396855_266.073968705532_350.640113797958_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,1,386,3,12,12,12"	NA	NA	recall
j3p4ehjk3134eqoiet1n61oridonn2ctpyr5z0h2dcfy9zfr	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_230.156472261705_274.182076813632_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,210,372,12,12,12,12"	NA	NA	recall
4mbu3s2gitd93y29hl7pl4ygb9cjyxouadv5o5d0phq29h33di	c_np	NA	10	2	28.37837837835_77.8093883356763_150.213371265953_195.590327169229_250.426742531955_251.209103840682_300.640113798008_350.071123755334_427.88051209101_478.662873399687	"12,2,116,262,491,491,259,125,7,12"	NA	NA	recall
a0qf8gq5a09xh38tjnrkymn29qnskqznsb2qifqtd4p8k6gvi	c_np	NA	10	2	8.1081081081_77.8093883356763_113.726884779503_168.563300142229_215.291607396855_283.641536273082_326.315789473658_375.746799430984_422.47510668561_492.176386913187	"12,4,27,66,143,251,148,59,11,12"	NA	NA	recall
6lnv4sjpw0owbdt44ve0dd95296kuf2ozj3u9o0w70e30zjb57b9	c_np	NA	10	2	33.78378378375_77.8093883356763_127.240398293003_172.617354196279_232.859174964405_251.209103840682_318.207681365558_379.800853485034_427.88051209101_475.960170696987	"9,8,8,41,320,318,44,2,1,3"	NA	NA	recall
7m3vicodd05umbali5r7m34n292bn7o179yorapz3g4xydpzm2t9	c_np	NA	10	2	28.37837837835_77.8093883356763_100.213371266003_149.644381223329_200.426742532005_289.046941678482_350.640113797958_385.206258890434_438.69132290181_478.662873399687	"12,12,20,59,171,491,184,62,15,9"	NA	NA	recall
m5c1ot8qviy2o61fu4yzj8aor1hi2j1niacoew4awip98x2mx6r	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_228.805120910355_280.938833570382_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,173,12,12,12,12"	NA	NA	recall
hwkh3ibpb40omkitore8kt9q0085jcnnws7u048ri3kutyb9	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_149.644381223329_226.102418207655_301.209103840632_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,6,232,4,12,12,12,12"	NA	NA	recall
gt5m09odpg4p142w8irkep14irmofe95rn3emvc72e3g8yf1or	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_200.426742532005_270.128022759582_349.288762446608_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,307,12,12,12,12"	NA	NA	recall
4migd2izie5ecsvyzb0rhk6gviwxop7tvbf4goa0j0cdxb0rudi	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_149.644381223329_200.426742532005_282.290184921732_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,1,260,258,12,12,12,12"	NA	NA	recall
cig62k3d4gkp434gkvxab57b90ot6hbjgi3trzuhvqj2gumobt9	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_199.644381223279_250.426742531955_301.209103840632_342.532005689858_386.557610241784_449.50213371261_478.662873399687	"12,12,12,53,182,293,184,59,12,12"	NA	NA	recall
rbzkrw7lm86yrf7jnnw0fi5299dqsd6r2akigzl5yfvgcwstt9	c_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_228.805120910355_284.992887624432_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,360,12,12,12,12"	NA	NA	recall
x3qjaug56iod2wwrum7ycik9vl1c2kyyzkpo9210jfesqyqfr	c_np	NA	10	2	28.37837837835_84.5661450924263_129.943100995703_199.644381223279_228.805120910355_272.830725462282_315.504978662858_366.287339971534_423.826458036961_478.662873399687	"12,3,8,61,122,225,134,41,8,12"	NA	NA	recall
